Step_Frequency (steps/sec),Foot_Pressure (N),Stride_Length (m),User_Weight (kg),Displacement_Force (N),Energy_Output (mA)
2.1854305348131313,431.2564599633889,0.9969348521012411,38.305401281693484,63.69171373147601,164.8117239416455
4.7782143788446225,272.53266967371667,0.9323659794766781,100.28360981910166,97.14855219696997,121.17557104062908
3.793972738151323,137.95952478448362,0.7212443395240017,125.86424886456341,28.850944604731435,70.30434175326332
3.1939631788866647,381.48880397454167,0.8918551894753322,121.73677137481054,94.89903481520362,137.42474481996442
1.2020838819909643,238.40516105748307,0.7381159625390523,130.48754499584004,48.58545643254625,110.23436400625286
1.201975341512912,317.5823675536237,1.089517602573783,147.53497065565927,62.743107778247754,118.7156363705394
0.7613762547568976,98.26938057827246,1.3020355807924933,149.49827928617674,100.84138733948768,88.73720892122765
4.3977926559872085,334.2127952821965,1.2442733242103827,79.25614219168241,178.39712883645979,188.10340257722225
3.20501755284444,218.09772002530596,0.7088309080463916,90.25140672464502,119.89738732661392,132.20780328595924
3.6863266000822046,200.38538737332252,0.9113033926188621,89.78197335425017,13.356943884212473,75.06348798423696
0.592630224331111,490.96201045001055,0.31278755922130813,107.04634579542954,37.26720896850825,173.08421586082673
4.864594334728975,244.59378924211126,1.3443337670692261,59.482875076498175,22.035031134932684,65.11836247525322
4.2459918836018975,355.1172701520804,0.5944749910223306,122.70988163094623,45.390385150990774,122.73422788731281
1.4555259980522428,332.4773910082285,0.8293097929713615,45.20178572979981,75.29616321983609,125.16034732246291
1.318212352431953,96.93659789832094,0.48306053402273785,144.1438508464339,43.26169120699629,56.17234376684638
1.325320294340452,386.5673916789423,1.1137302869073784,44.9687720915641,97.71885681520749,152.00537487903256
1.8690900933179198,195.42164154510942,0.9543571880284896,119.11982217754502,166.59489877204427,141.7947215350784
2.86140394234507,409.5227971385308,0.7377477071848411,77.66006805068656,166.85308603727614,203.8387800215623
2.4437525838895207,323.4383521769221,0.9422323730994637,106.06189103740407,74.53016576770713,139.60192175029067
1.8105311308911887,192.6911704790703,0.502483905032537,67.71721814769961,72.06730494287882,112.22144256213308
3.2533380262507077,210.33183214898193,1.2307661185755934,44.362977146777055,151.6931867194317,138.9602985787826
1.1277223729341883,379.1783163498623,0.6191509769354449,142.56680429190254,88.86383447187345,158.28996493055433
1.8146509184084816,297.5266918052969,1.0380294838698905,91.21064814411834,194.3220446539365,161.90987135406397
2.148628294821613,350.75796830209185,1.37928004518987,66.06258751492899,94.54124003191765,149.63380278274627
2.552314928976662,121.24324448383473,0.34630273013498564,104.93950572099823,56.20435727788444,85.86403956434478
4.033291826268561,404.1395025027884,0.765040731543287,60.94939799433623,11.865849083442559,135.6813318900281
1.3985320197126188,194.1760935117656,0.4619013116167623,34.85417880672941,191.28144573027225,130.26644793557642
2.814054972861252,328.937570220953,1.3903892524262846,125.23870910180787,32.561329554838935,144.0300356118389
3.165865559879191,101.60592135890391,0.7320929334005091,149.5038218793582,43.283569438617526,69.073790338202
0.7090268572399898,194.63910852063515,0.5560091119973412,144.77325003787482,17.284025812194397,88.78657696871848
3.2339518335564725,341.9902818799888,1.1117718908236875,135.56992418876118,98.33811764195816,132.89123903866894
1.2673585565928118,173.39275953061275,0.9518313449107694,119.69074623225872,87.5933433845033,116.19742599152542
0.7927321684337578,446.1404885374177,1.2803240180894775,49.43371352146319,164.99561483478908,210.5001414534699
4.7699849176399995,347.5527797495392,1.2036817904674146,48.69431645230978,115.51808509798666,157.55144643625033
4.845344148835517,441.6252769835581,1.469603823543401,47.96124605373332,120.63576501823036,185.42740433330349
4.137788066524076,227.92581601300432,0.4086387686390644,85.15349471590477,160.14638488815015,143.04994856531113
1.870761961280168,65.29331418110375,0.39632732202781623,87.12041553688971,120.75713741571386,66.60500265047922
0.9395245130287274,309.26298350979624,1.3888328382152613,99.31086951449244,117.42203384256571,153.74680355590138
3.579048619304706,202.63707622641755,1.4468786687195516,57.20638905469839,186.41987152529313,124.5739644814004
2.480686221828206,251.68476916505898,0.7879612151221582,34.76568761620949,93.03942376462352,140.2800626215843
1.0491720568015048,356.49959626523696,0.8470437956076751,42.0914819555729,130.54285773312188,150.9230549877392
2.728296095500716,365.2991001818923,0.7424379431266697,38.32809165324294,83.02323232336276,155.4180786324978
0.6547483450184828,62.40038668961692,1.2332242500959667,125.13744596898589,133.62813271733594,90.87747427084255
4.59194180935452,396.18620277782605,1.2249439425322037,46.16338156245695,11.910681758633622,124.9214823829103
1.6645099172000761,272.0835117302355,0.5645035938094243,120.05484672274704,148.06967533787582,153.1730753697446
3.481350279592919,300.51444799604747,0.760672955835942,42.85218916587015,158.53458226451937,159.37164643748486
1.9026998424023494,184.09738333543365,0.5549240124440507,89.50025894508352,176.7003209475299,136.99010014626842
2.8403060953001487,239.37520370026144,0.3559489740084534,64.5431481891641,104.96791760234527,121.52832362360577
2.9601962570447586,369.6688102906993,0.36734575687671456,108.17157345961132,64.37434503393891,160.146532730473
1.3318450498648717,399.52121132491635,0.4761877491845242,47.517814079426344,148.79094310364246,163.05051101500231
4.863130824940513,224.1977815255901,0.3358584422129665,100.63369890785827,190.31347085406256,167.97445219144865
3.9880977051250155,361.00288969309855,0.8078102475315654,98.59071480231846,156.27186883266208,167.33176900233127
4.727745237038851,166.1195757597971,0.3768234124447569,78.35434319041102,183.12470299199572,144.07266202147008
4.526723076924419,424.41019932988183,1.3168936699499756,87.8989457957332,32.67422293059074,149.48448825579518
3.1905499046498833,324.41640750831436,1.1544983728761788,47.63726363188159,185.60912319873484,201.33852455373938
4.6484340576040255,398.8339322301028,1.240371411819946,127.26168824865438,145.04769936698824,203.20565776414
0.8982162592336378,264.71968354303135,1.0409761418273626,102.57094593695237,166.23392122854406,154.41918368334348
1.3819228808861534,153.09917824187988,1.0966527982091687,44.333760295809626,89.97044408063111,99.06330629552326
0.7035228000974213,243.15400099113978,0.43609204053388745,140.1045408404599,118.29450094548885,136.55637358636395
1.9639864884346896,221.66842751524433,0.36980117824013803,104.71517527478507,126.53356474648187,121.36994816819043
2.249047803602669,199.7224445480716,1.487056934636553,50.68036768701593,108.56695877363694,119.19743714958764
1.7210706429825315,145.47818648366524,0.7475392339729612,56.90181854253139,28.349515520780546,59.42063109366118
4.229318791183682,391.62521384591275,0.3615240230863827,54.496726584260045,54.077563459442274,159.476570280856
