Step_Frequency (steps/sec),Foot_Pressure (N),Stride_Length (m),User_Weight (kg),Displacement_Force (N),Energy_Output (mA)
1.249080237694725,286.8204092333492,1.2299983109899704,81.9072284186087,379.3472247226499,1.2723825007676657
2.4014286128198323,266.4560481157016,0.6845119955987116,72.96462267670965,256.89066509723483,0.746830395141862
1.9639878836228104,188.07695625143003,0.8466396943698862,98.22492624319705,275.8155349833296,0.3012437598419569
1.6973169683940732,403.633335050744,1.1632806368578184,60.94892254921191,308.4026769085531,1.107596262049038
0.812037280884873,338.3120802543144,0.98208934452448,79.39282079994703,322.192000618969,0.6338304221681106
0.8119890406724053,532.8504961620018,1.2385710386348938,85.01050074951112,345.35708552632644,0.8959949503442208
0.6161672243363989,116.05479024102912,1.4612079012228598,91.27822446726908,353.27601737809664,0.1698252823591688
2.23235229154987,421.9339637775632,0.6165466877151975,70.34855152140035,473.4298072925216,0.9510601443788284
1.7022300234864176,481.47443925578057,1.209567716398061,84.34609538287407,505.7439144956247,0.5665902285282353
1.916145155592091,479.7432845941535,0.7303441556321145,65.16007356921413,385.3275248758136,0.5079427270805568
0.5411689885916049,543.0369835477625,0.9144767274075692,71.77380461809102,744.3778519524369,1.470074212378924
2.4398197043239884,464.516871414747,0.5328627257951398,94.78135656016995,531.8838340033727,0.6543216577127684
2.1648852816008435,563.9050308238482,0.6359073822926989,97.49538046654772,672.486156820044,1.020277183392444
0.9246782213565524,266.3282999104457,0.8197772890488997,85.94086734636323,754.542699452506,0.9453140280050232
0.8636499344142012,351.6047083757716,0.841985805287985,68.71759453880925,297.8810687454831,0.1654122908188849
0.8668090197068676,107.03983164144532,1.399585216462096,91.0028894987332,456.7246902293807,1.1244120302258311
1.1084844859190754,103.4787936516456,1.241812909266515,51.29335408627101,459.9262410287653,0.491507213116029
1.5495128632644757,220.06331022575995,1.472182968187041,55.13729552697105,412.68335026301247,1.2004199283031352
1.3638900372842315,150.40359856954262,1.0990715103352406,83.06868681876806,205.343519930984,0.91538476609692
1.0824582803960838,230.1056839678768,0.741713732091318,64.56242876350288,689.5832646668571,0.4824663200306994
1.723705789444759,188.5216472641987,0.8276550299216429,97.5693109200239,266.9355929323417,0.5408765108932957
0.7789877213040837,114.26001241932411,0.8198359232919671,71.80303060461523,797.2883587530554,1.0999459808028773
1.0842892970704363,554.6520732030247,0.8264943276632516,71.46824101945884,663.775095146709,0.829588379533094
1.2327236865873834,104.11156569444576,1.1729641731118157,83.90397550954657,548.0060105639087,1.0058430506002596
1.412139968434072,468.0410721685427,1.0308079280904163,88.37842811530948,292.76385064495844,0.2458942984020305
2.070351922786027,176.07394345975823,0.8854241780866443,73.77793690625683,509.2357828359482,1.1825952416203438
0.8993475643167195,556.1148109998,0.6490897687287166,60.70004508558621,356.66524451468536,0.4873830651834017
1.5284688768272232,546.3979697949428,0.5221391629421459,88.66543213628108,351.39351472584167,0.9335932880649332
1.684829137724085,426.9505731846287,0.7188346775876926,66.01756374368138,697.7175496294913,0.1808729396105929
0.5929008254399954,436.11707490030255,0.6074714039686813,58.75553846469288,428.3866543756608,0.4889161593238808
1.7150897038028767,102.66957098484428,1.2854450308522394,81.58200949625066,470.43428203448246,0.9768122666692964
0.8410482473745831,592.435783056801,0.6124979578138854,54.52268334951752,705.778842668071,0.4185671371124734
0.630103185970559,538.9163017879072,1.224228237306836,98.56763375430276,252.67437543130552,1.3216651731572275
2.3977710745066663,547.5531128650459,0.8856586897760826,81.61986322060685,556.7707118546298,0.9952303151706964
2.4312640661491187,429.622268525436,0.573378389743776,99.2947760460878,546.9294088238227,1.3067148060122256
2.1167946962329225,272.39346432726825,1.3127300494315857,66.9446711739318,455.1287415600051,0.5991321463541699
1.1092275383467414,546.8243245452404,1.0796305702366134,98.5602580595199,697.8647848544558,0.0606378625107657
0.6953442280127677,245.75846407559615,0.735761512863573,57.278112386431175,765.7340368014156,0.8684485453991031
1.8684660530243136,381.3557716711014,1.394681174332668,52.03473861735142,479.2015171481664,0.5153983190608047
1.3803049874792026,149.8654861719412,0.5452583138705515,51.64920302273013,473.6882305990398,0.6778006801243064
0.7440764696895577,560.9778150663751,0.7018196081977629,73.24351852996135,501.23823780244686,1.0248542187448957
1.4903538202225404,170.3852288856067,1.252046927805861,54.15020987392974,633.8744184998369,1.0539903539355988
0.5687770422304368,212.44840286520363,1.209377930309889,75.60839420838009,600.8361744193774,0.0510590581500649
